name,subtitle,acceleration,topspeed,range,efficiency,fastchargespeed,drive,numberofseats,priceingermany,priceinuk,region,address,aux_addres,latitude,longitude,type,power,brand,model,accelsec,topspeed_kmh,range_km,efficiency_whkm,fastcharge_kmh,rapidcharge,powertrain,plugtype,bodystyle,segment,seats,priceeuro,car,style,pricerange(lakhs),capacity,bootspace,basemodel,topmodel,speed_category,acceleration_class
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",anert,"ktdc tourist reception centre shanmugham road, ernakulam, marine drive, kochi kerala-682031","electric vehicle charger, ktdc tourist reception centre shanmugham road, ernakulam, marine drive, kochi kerala-682031",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",anert,"state council for child welfare, cv raman pillai rd, near kerala, housing board, thycaud, thiruvananthapuram, kerala 695014","electric vehicle charger, state council for child welfare, cv raman pillai rd, near kerala, housing board, thycaud, thiruvananthapuram, kerala 695014",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,model 3 long range dual motor,,,,,940,yes,awd,type 2 ccs,sedan,d,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,volkswagen,id.3 pure,,,,,250,yes,rwd,type 2 ccs,hatchback,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,polestar,2,,,,,620,yes,awd,type 2 ccs,liftback,d,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,bmw,ix3,,,,,560,yes,rwd,type 2 ccs,suv,d,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,honda,e,,,,,190,yes,rwd,type 2 ccs,hatchback,b,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,lucid,air,,,,,620,yes,awd,type 2 ccs,sedan,f,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,volkswagen,e-golf,,,,,220,yes,fwd,type 2 ccs,hatchback,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,peugeot,e-208,,,,,420,yes,fwd,type 2 ccs,hatchback,b,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,model 3 standard range plus,,,,,650,yes,rwd,type 2 ccs,sedan,d,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,audi,q4 e-tron,,,,,540,yes,awd,type 2 ccs,suv,d,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,mercedes,eqc 400 4matic,,,,,440,yes,awd,type 2 ccs,suv,d,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,nissan,leaf,,,,,230,yes,fwd,type 2 chademo,hatchback,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,hyundai,kona electric 64 kwh,,,,,380,yes,fwd,type 2 ccs,suv,b,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,bmw,i4,,,,,650,yes,rwd,type 2 ccs,sedan,d,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,hyundai,ioniq electric,,,,,210,yes,fwd,type 2 ccs,liftback,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,volkswagen,id.3 pro s,,,,,590,yes,rwd,type 2 ccs,hatchback,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,porsche,taycan turbo s,,,,,780,yes,awd,type 2 ccs,sedan,f,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,volkswagen,e-up!,,,,,170,yes,fwd,type 2 ccs,hatchback,a,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,mg,zs ev,,,,,260,yes,fwd,type 2 ccs,suv,b,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,mini,cooper se,,,,,260,yes,fwd,type 2 ccs,hatchback,b,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,opel,corsa-e,,,,,420,yes,fwd,type 2 ccs,hatchback,b,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,model y long range dual motor,,,,,930,yes,awd,type 2 ccs,suv,d,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,skoda,enyaq iv 50,,,,,230,yes,rwd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,audi,e-tron gt,,,,,850,yes,awd,type 2 ccs,sedan,f,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,model 3 long range performance,,,,,910,yes,awd,type 2 ccs,sedan,d,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,volkswagen,id.4,,,,,560,yes,rwd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,volkswagen,id.3 pro,,,,,490,yes,rwd,type 2 ccs,hatchback,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,volvo,xc40 p8 awd recharge,,,,,470,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,bmw,i3 120 ah,,,,,270,yes,rwd,type 2 ccs,hatchback,b,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,peugeot,e-2008 suv,,,,,380,yes,fwd,type 2 ccs,suv,b,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,audi,e-tron 50 quattro,,,,,450,yes,awd,type 2 ccs,suv,e,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,kia,e-niro 64 kwh,,,,,350,yes,fwd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,renault,zoe ze50 r110,,,,,230,yes,fwd,type 2 ccs,hatchback,b,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,cybertruck tri motor,,,,,710,yes,awd,type 2 ccs,pickup,n,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,mazda,mx-30,,,,,240,yes,fwd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,nissan,leaf e+,,,,,390,yes,fwd,type 2 chademo,hatchback,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,lexus,ux 300e,,,,,190,yes,fwd,type 2 chademo,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,cupra,el-born,,,,,570,yes,rwd,type 2 ccs,hatchback,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,renault,zoe ze50 r135,,,,,230,yes,fwd,type 2 ccs,hatchback,b,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,mercedes,eqa,,,,,440,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,model s long range,,,,,560,yes,awd,type 2,liftback,f,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,hyundai,kona electric 39 kwh,,,,,210,yes,fwd,type 2 ccs,suv,b,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,audi,e-tron sportback 55 quattro,,,,,610,yes,awd,type 2 ccs,suv,e,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,skoda,citigoe iv,,,,,170,yes,fwd,type 2 ccs,hatchback,a,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,seat,mii electric,,,,,170,yes,fwd,type 2 ccs,hatchback,a,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,kia,e-soul 64 kwh,,,,,340,yes,fwd,type 2 ccs,suv,b,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,opel,ampera-e,,,,,210,yes,fwd,type 2 ccs,mpv,b,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,porsche,taycan 4s,,,,,730,yes,awd,type 2 ccs,sedan,f,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,lightyear,one,,,,,540,yes,awd,type 2 ccs,liftback,f,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,aiways,u5,,,,,350,yes,fwd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,audi,e-tron 55 quattro,,,,,590,yes,awd,type 2 ccs,suv,e,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,roadster,,,,,920,yes,awd,type 2 ccs,cabrio,s,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,opel,mokka-e,,,,,390,yes,fwd,type 2 ccs,suv,b,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,skoda,enyaq iv 80,,,,,560,yes,rwd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,model x long range,,,,,490,yes,awd,type 2,suv,f,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,honda,e advance,,,,,190,yes,rwd,type 2 ccs,hatchback,b,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,ds,3 crossback e-tense,,,,,380,yes,fwd,type 2 ccs,suv,b,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,renault,twingo ze,,,,,230,no,rwd,type 2,hatchback,a,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,citroen,e-c4,,,,,380,yes,fwd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,model s performance,,,,,550,yes,awd,type 2,liftback,f,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,renault,zoe ze40 r110,,,,,230,yes,fwd,type 2 ccs,hatchback,b,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,model y long range performance,,,,,900,yes,awd,type 2 ccs,suv,d,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
